Date,Molecular Total,Molecular New,Molecular Positive New,Molecular Missing,Serology Total,Serology New,Serology Positive New,First Molecular Test per person,Repeat Molecular Tests,All Molecular Tests,All Positive Molecular Tests,Antigen Positive New,Antigen New,Antigen Total
5/26/2020,558987,11213,867,0,42841,1519,130,11071,4366,15437,1542,20,303,1624
5/27/2020,569166,10179,694,0,44278,1437,153,10068,3879,13947,1224,12,233,1857
5/28/2020,578515,9349,645,0,45573,1295,178,9232,3589,12821,1164,8,231,2088
5/29/2020,588750,10235,533,0,46896,1323,138,10121,3527,13648,1022,15,217,2305
5/30/2020,594543,5793,270,0,47160,264,35,5748,1815,7563,463,10,172,2477
5/31/2020,598244,3701,162,0,47349,189,38,3660,1402,5062,298,6,142,2619
6/1/2020,607740,9496,508,0,48500,1151,165,9390,3508,12898,936,6,227,2846
6/2/2020,617190,9450,447,0,49602,1102,88,9359,3718,13077,881,9,223,3069
6/3/2020,626735,9545,462,0,50765,1163,124,9409,3707,13116,870,3,192,3261
6/4/2020,635322,8587,383,0,51836,1071,91,8493,3532,12025,750,2,171,3432
6/5/2020,643826,8504,339,0,53044,1208,150,8432,3092,11524,660,4,186,3618
6/6/2020,648398,4572,149,0,53332,288,33,4558,1708,6266,288,3,149,3767
6/7/2020,651946,3548,151,0,53504,172,24,3509,1468,4977,252,10,141,3908
6/8/2020,662623,10677,355,0,54516,1012,102,10631,3316,13947,677,6,189,4097
6/9/2020,673616,10993,345,0,55682,1166,109,10902,3455,14357,644,10,189,4286
6/10/2020,683873,10257,257,0,56881,1199,137,10220,3218,13438,560,12,243,4529
6/11/2020,694166,10293,229,0,58113,1232,106,10249,2836,13085,505,11,271,4800
6/12/2020,704214,10048,256,0,59354,1241,85,9992,3013,13005,484,9,269,5069
6/13/2020,709023,4809,98,0,59583,229,22,4795,1666,6461,193,7,205,5274
6/14/2020,712731,3708,77,0,59759,176,25,3688,1352,5040,146,6,212,5486
6/15/2020,723463,10732,235,0,60937,1178,114,10687,3444,14131,492,9,461,5947
6/16/2020,733897,10434,200,0,62144,1207,88,10397,3333,13730,391,13,434,6381
6/17/2020,748489,14592,249,0,63369,1225,115,14578,3450,18028,449,23,464,6845
6/18/2020,763278,14789,241,0,64739,1370,90,14751,3237,17988,406,9,403,7248
6/19/2020,772232,8954,176,0,65864,1125,83,8927,2791,11718,314,9,494,7742
6/20/2020,777612,5380,93,0,66135,271,18,5373,1849,7222,162,5,452,8194
6/21/2020,781492,3880,79,0,66280,145,16,3869,1358,5227,120,6,322,8516
6/22/2020,791560,10068,228,0,67386,1106,98,10030,3571,13601,416,8,747,9263
6/23/2020,802047,10487,189,0,68679,1293,129,10471,3603,14074,331,4,647,9910
6/24/2020,812684,10637,211,0,69998,1319,100,10601,3398,13999,343,13,660,10570
6/25/2020,822241,9557,205,0,71200,1202,109,9521,3125,12646,333,9,541,11111
6/26/2020,832448,10207,200,0,72452,1252,106,10209,3028,13237,329,8,765,11876
6/27/2020,838518,6070,134,0,72695,243,19,6051,1810,7861,191,4,667,12543
6/28/2020,843291,4773,69,0,72916,221,19,4782,1620,6402,120,4,575,13118
6/29/2020,855464,12173,201,0,74046,1130,100,12163,3967,16130,314,11,926,14044
6/30/2020,867873,12409,220,0,75273,1227,111,12356,3800,16156,345,9,1070,15114
7/1/2020,878835,10962,218,0,76372,1099,103,10951,3664,14615,318,12,1029,16143
7/2/2020,889147,10312,224,0,77487,1115,120,10306,3655,13961,344,15,1013,17156
7/3/2020,895228,6081,98,0,77915,428,61,6075,2334,8409,163,11,1147,18303
7/4/2020,898192,2964,61,0,78032,117,9,2956,1322,4278,107,14,521,18824
7/5/2020,902996,4804,100,0,78153,121,23,4786,1861,6647,135,20,668,19492
7/6/2020,915539,12543,239,0,79075,922,94,12511,4480,16991,349,20,1100,20592
7/7/2020,930456,14917,241,0,80148,1073,117,14882,4860,19742,325,21,1124,21716
7/8/2020,944771,14315,214,0,81091,943,89,14292,5220,19512,300,20,1281,22997
7/9/2020,957608,12837,253,0,82060,969,116,12789,4953,17742,353,19,1210,24207
7/10/2020,970815,13207,230,0,83209,1149,143,13191,5076,18267,328,9,1266,25473
7/11/2020,978357,7542,116,0,83497,288,34,7532,2686,10218,151,20,1158,26631
7/12/2020,983517,5160,89,0,83681,184,32,5147,1894,7041,108,36,944,27575
7/13/2020,998385,14868,267,0,84738,1057,116,14812,5307,20119,376,4,340,27915
7/14/2020,1013724,15339,233,0,85723,985,92,15317,5895,21212,314,25,1296,29211
7/15/2020,1029580,15856,300,0,86657,934,104,15831,5825,21656,381,5,358,29569
7/16/2020,1043118,13538,245,0,87589,932,108,13476,5218,18694,320,33,1351,30920
7/17/2020,1056292,13174,225,0,88567,978,142,13130,5174,18304,299,4,315,31235
7/18/2020,1064482,8190,129,0,88852,285,62,8170,2864,11034,169,25,1038,32273
7/19/2020,1070333,5851,74,0,88971,119,24,5850,2060,7910,110,18,825,33098
7/20/2020,1084000,13667,280,0,89889,918,76,13616,4814,18430,356,34,1261,34359
7/21/2020,1098588,14588,261,0,90922,1033,113,14564,5296,19860,338,36,1343,35702
7/22/2020,1112144,13556,260,0,91901,979,119,13518,5147,18665,329,51,1556,37258
7/23/2020,1126579,14435,259,0,92794,893,148,14389,6341,20730,347,28,1506,38764
7/24/2020,1139790,13211,259,0,93579,785,109,13175,5059,18234,330,32,1371,40135
7/25/2020,1148272,8482,160,0,93712,133,6,8466,3312,11778,197,49,1242,41377
7/26/2020,1153664,5392,102,0,93806,94,7,5364,2195,7559,126,29,1028,42405
7/27/2020,1170143,16479,363,0,94770,964,147,16373,6147,22520,433,37,1343,43748
7/28/2020,1188720,18577,320,0,95650,880,118,18495,8049,26544,397,41,1366,45114
7/29/2020,1205177,16457,315,0,96529,879,125,16373,6844,23217,382,22,1542,46656
7/30/2020,1221717,16540,341,0,97351,822,100,16444,7214,23658,422,41,1444,48100
7/31/2020,1237172,15455,322,0,98063,712,112,15403,6617,22020,396,6,349,48449
8/1/2020,1245308,8136,148,0,98252,189,35,8112,3135,11247,187,11,304,48753
8/2/2020,1251250,5942,112,0,98396,144,43,5924,2414,8338,135,27,1255,50008
8/3/2020,1270703,19453,362,0,99106,710,99,19369,8027,27396,425,19,1677,51685
8/4/2020,1287715,17012,307,0,99982,876,123,16942,8063,25005,390,19,1564,53249
8/5/2020,1305808,18093,334,0,100678,696,88,18034,7920,25954,408,36,1785,55034
8/6/2020,1322525,16717,360,0,101362,684,82,16638,7377,24015,444,27,1706,56740
8/7/2020,1339255,16730,302,0,102057,695,96,16657,6695,23352,361,17,1764,58504
8/8/2020,1349028,9773,168,0,102169,112,8,9745,3602,13347,217,20,1433,59937
8/9/2020,1355503,6475,87,0,102235,66,5,6458,2803,9261,106,13,1166,61103
8/10/2020,1376409,20906,377,0,102916,681,104,20804,9246,30050,465,31,1765,62868
8/11/2020,1395195,18786,272,0,103619,703,111,18719,9119,27838,338,12,592,63460
8/12/2020,1413406,18211,285,0,104255,636,106,18137,8634,26771,357,25,1704,65164
8/13/2020,1428340,14934,284,0,104877,622,71,14870,7416,22286,359,23,1661,66825
8/14/2020,1439868,11528,196,0,105271,394,37,11477,5272,16749,243,25,1651,68476
8/15/2020,1441155,1287,14,0,105287,16,3,1284,825,2109,22,2,221,68697
8/16/2020,1441166,11,0,0,105287,0,0,11,14,25,0,0,0,68697
