Date,Molecular Total,Molecular New,Molecular Positive New,Molecular Missing,Serology Total,Serology New,Serology Positive New,First Molecular Test per person,Repeat Molecular Tests,All Molecular Tests,All Positive Molecular Tests,Antigen Positive New,Antigen New,Antigen Total
5/26/2020,559061,11214,867,0,42842,1519,130,11072,4365,15437,1542,20,298,1615
5/27/2020,569241,10180,694,0,44280,1438,153,10068,3879,13947,1224,12,232,1847
5/28/2020,578592,9351,645,0,45575,1295,178,9232,3589,12821,1164,8,224,2071
5/29/2020,588829,10237,533,0,46899,1324,138,10122,3526,13648,1022,15,213,2284
5/30/2020,594623,5794,270,0,47163,264,35,5748,1815,7563,463,10,167,2451
5/31/2020,598324,3701,162,0,47352,189,38,3660,1402,5062,298,6,142,2593
6/1/2020,607821,9497,508,0,48503,1151,165,9391,3506,12897,936,6,227,2820
6/2/2020,617272,9451,447,0,49605,1102,88,9359,3718,13077,881,9,223,3043
6/3/2020,626824,9552,462,0,50768,1163,124,9414,3702,13116,870,3,192,3235
6/4/2020,635410,8586,383,0,51839,1071,91,8492,3532,12024,750,2,171,3406
6/5/2020,643915,8505,339,0,53047,1208,150,8433,3091,11524,660,4,186,3592
6/6/2020,648487,4572,149,0,53335,288,33,4558,1707,6265,288,3,149,3741
6/7/2020,652037,3550,151,0,53507,172,24,3510,1467,4977,252,10,141,3882
6/8/2020,662714,10677,355,0,54519,1012,102,10630,3316,13946,677,6,189,4071
6/9/2020,673709,10995,345,0,55686,1167,109,10902,3454,14356,644,10,189,4260
6/10/2020,683967,10258,257,0,56886,1200,137,10219,3217,13436,560,12,243,4503
6/11/2020,694262,10295,229,0,58118,1232,106,10249,2836,13085,505,11,271,4774
6/12/2020,704313,10051,256,0,59359,1241,85,9994,3011,13005,484,9,269,5043
6/13/2020,709101,4788,98,0,59588,229,22,4774,1661,6435,193,7,205,5248
6/14/2020,712809,3708,77,0,59764,176,25,3688,1352,5040,146,6,212,5460
6/15/2020,723546,10737,235,0,60942,1178,114,10691,3439,14130,492,9,461,5921
6/16/2020,733978,10432,200,0,62149,1207,88,10393,3333,13726,391,13,434,6355
6/17/2020,748513,14535,248,0,63375,1226,115,14518,3444,17962,448,23,464,6819
6/18/2020,763211,14698,241,0,64745,1370,90,14659,3219,17878,406,9,403,7222
6/19/2020,772168,8957,176,0,65871,1126,83,8928,2790,11718,314,9,494,7716
6/20/2020,777549,5381,93,0,66142,271,18,5373,1849,7222,162,5,452,8168
6/21/2020,781429,3880,79,0,66287,145,16,3869,1358,5227,120,6,322,8490
6/22/2020,791494,10065,228,0,67393,1106,98,10027,3566,13593,416,8,747,9237
6/23/2020,801975,10481,189,0,68686,1293,129,10465,3602,14067,331,4,647,9884
6/24/2020,812618,10643,211,0,70006,1320,100,10604,3395,13999,343,13,660,10544
6/25/2020,822176,9558,206,0,71208,1202,109,9521,3126,12647,334,9,541,11085
6/26/2020,832386,10210,200,0,72459,1251,105,10208,3028,13236,329,8,765,11850
6/27/2020,838454,6068,134,0,72702,243,19,6049,1809,7858,191,4,667,12517
6/28/2020,843229,4775,70,0,72923,221,19,4782,1620,6402,120,4,575,13092
6/29/2020,855404,12175,201,0,74053,1130,100,12164,3961,16125,314,11,926,14018
6/30/2020,867786,12382,220,0,75280,1227,111,12329,3796,16125,345,9,1071,15089
7/1/2020,878753,10967,218,0,76379,1099,103,10954,3661,14615,318,12,1029,16118
7/2/2020,889060,10307,224,0,77494,1115,119,10300,3654,13954,344,15,1013,17131
7/3/2020,895092,6032,98,0,77922,428,61,6026,2319,8345,163,11,1147,18278
7/4/2020,898057,2965,61,0,78039,117,9,2957,1321,4278,107,14,521,18799
7/5/2020,902861,4804,100,0,78160,121,23,4786,1860,6646,135,20,668,19467
7/6/2020,915408,12547,239,0,79083,923,94,12514,4477,16991,349,20,1100,20567
7/7/2020,930328,14920,241,0,80156,1073,117,14884,4858,19742,325,21,1124,21691
7/8/2020,944648,14320,214,0,81099,943,89,14296,5216,19512,300,20,1281,22972
7/9/2020,957485,12837,253,0,82068,969,116,12788,4952,17740,353,19,1210,24182
7/10/2020,970689,13204,230,0,83217,1149,143,13187,5070,18257,328,9,1266,25448
7/11/2020,978232,7543,116,0,83505,288,34,7532,2685,10217,151,20,1158,26606
7/12/2020,983389,5157,89,0,83689,184,32,5144,1893,7037,108,36,944,27550
7/13/2020,998241,14852,266,0,84746,1057,116,14795,5266,20061,375,4,340,27890
7/14/2020,1013532,15291,233,0,85731,985,92,15267,5858,21125,314,25,1296,29186
7/15/2020,1029216,15684,300,0,86665,934,104,15658,5779,21437,381,5,358,29544
7/16/2020,1042484,13268,244,0,87597,932,108,13204,5166,18370,317,33,1351,30895
7/17/2020,1055649,13165,224,0,88575,978,142,13120,5164,18284,298,4,315,31210
7/18/2020,1063820,8171,129,0,88860,285,62,8151,2856,11007,169,25,1038,32248
7/19/2020,1069618,5798,72,0,88979,119,24,5795,2048,7843,108,18,825,33073
7/20/2020,1083269,13651,284,0,89897,918,76,13595,4802,18397,360,34,1261,34334
7/21/2020,1097857,14588,261,0,90930,1033,113,14562,5283,19845,338,36,1343,35677
7/22/2020,1111396,13539,259,0,91909,979,119,13499,5120,18619,328,51,1556,37233
7/23/2020,1125832,14436,259,0,92802,893,148,14389,6328,20717,347,28,1506,38739
7/24/2020,1139039,13207,259,0,93587,785,109,13170,5052,18222,330,32,1371,40110
7/25/2020,1147517,8478,160,0,93720,133,6,8462,3306,11768,197,49,1243,41353
7/26/2020,1152899,5382,102,0,93814,94,7,5355,2180,7535,126,29,1028,42381
7/27/2020,1169381,16482,362,0,94778,964,147,16375,6138,22513,432,37,1343,43724
7/28/2020,1187942,18561,320,0,95658,880,118,18476,8034,26510,397,41,1367,45091
7/29/2020,1204240,16298,315,0,96537,879,125,16212,6805,23017,382,22,1542,46633
7/30/2020,1220659,16419,340,0,97359,822,100,16320,7165,23485,420,41,1444,48077
7/31/2020,1236118,15459,322,0,98071,712,112,15405,6603,22008,396,6,349,48426
8/1/2020,1244193,8075,148,0,98260,189,35,8050,3111,11161,187,9,279,48705
8/2/2020,1250052,5859,113,0,98404,144,43,5839,2394,8233,136,27,1246,49951
8/3/2020,1269504,19452,362,0,99114,710,99,19367,8002,27369,425,19,1633,51584
8/4/2020,1286422,16918,308,0,99990,876,123,16847,7988,24835,390,20,1512,53096
8/5/2020,1304522,18100,335,0,100685,695,88,18032,7910,25942,409,36,1712,54808
8/6/2020,1321193,16671,359,0,101368,683,82,16593,7317,23910,443,27,1638,56446
8/7/2020,1337866,16673,304,0,102019,651,95,16592,6656,23248,360,17,1675,58121
8/8/2020,1347565,9699,168,0,102130,111,8,9669,3582,13251,216,20,1387,59508
8/9/2020,1353836,6271,82,0,102196,66,5,6256,2710,8966,100,13,1151,60659
8/10/2020,1373037,19201,331,0,102872,676,105,19114,8622,27736,414,30,1678,62337
8/11/2020,1389236,16199,209,0,103532,660,83,16145,8312,24457,263,10,510,62847
8/12/2020,1400841,11605,174,0,104024,492,51,11550,6212,17762,217,25,1693,64540
8/13/2020,1402721,1880,51,0,104190,166,12,1872,1278,3150,68,1,233,64773
8/14/2020,1402730,9,0,0,104191,1,0,9,13,22,0,0,0,64773
