Date,Molecular Total,Molecular New,Molecular Positive New,Molecular Missing,Serology Total,Serology New,Serology Positive New,First Molecular Test per person,Repeat Molecular Tests,All Molecular Tests,All Positive Molecular Tests,Antigen Positive New,Antigen New,Antigen Total
5/26/2020,559075,11216,867,0,42841,1519,130,11073,4364,15437,1542,20,298,1615
5/27/2020,569259,10184,694,0,44279,1438,153,10069,3878,13947,1224,12,232,1847
5/28/2020,578612,9353,645,0,45573,1294,178,9233,3588,12821,1164,8,224,2071
5/29/2020,588850,10238,533,0,46897,1324,138,10122,3526,13648,1022,15,213,2284
5/30/2020,594644,5794,270,0,47161,264,35,5748,1815,7563,463,10,167,2451
5/31/2020,598345,3701,162,0,47350,189,38,3660,1402,5062,298,6,142,2593
6/1/2020,607843,9498,508,0,48501,1151,165,9391,3506,12897,936,6,224,2817
6/2/2020,617296,9453,447,0,49603,1102,88,9361,3716,13077,881,9,222,3039
6/3/2020,626849,9553,462,0,50766,1163,124,9414,3702,13116,870,3,189,3228
6/4/2020,635439,8590,383,0,51837,1071,91,8494,3531,12025,750,2,171,3399
6/5/2020,643945,8506,339,0,53045,1208,150,8434,3090,11524,660,4,183,3582
6/6/2020,648517,4572,149,0,53333,288,33,4558,1707,6265,288,3,148,3730
6/7/2020,652067,3550,151,0,53505,172,24,3510,1466,4976,252,10,140,3870
6/8/2020,662744,10677,355,0,54517,1012,102,10630,3316,13946,677,6,188,4058
6/9/2020,673740,10996,345,0,55684,1167,109,10903,3453,14356,644,10,184,4242
6/10/2020,684000,10260,257,0,56884,1200,137,10219,3217,13436,560,12,241,4483
6/11/2020,694295,10295,229,0,58116,1232,106,10249,2835,13084,505,10,267,4750
6/12/2020,704347,10052,256,0,59357,1241,85,9995,3011,13006,484,9,267,5017
6/13/2020,709135,4788,98,0,59586,229,22,4774,1661,6435,193,7,204,5221
6/14/2020,712843,3708,77,0,59762,176,25,3688,1352,5040,146,6,212,5433
6/15/2020,723583,10740,235,0,60940,1178,114,10694,3436,14130,492,9,459,5892
6/16/2020,734017,10434,200,0,62147,1207,88,10394,3333,13727,391,13,431,6323
6/17/2020,748550,14533,248,0,63373,1226,115,14514,3443,17957,448,23,462,6785
6/18/2020,763104,14554,241,0,64743,1370,90,14515,3208,17723,406,9,397,7182
6/19/2020,772056,8952,176,0,65869,1126,83,8922,2789,11711,314,9,491,7673
6/20/2020,777438,5382,93,0,66140,271,18,5373,1849,7222,162,5,450,8123
6/21/2020,781318,3880,79,0,66285,145,16,3869,1358,5227,120,6,322,8445
6/22/2020,791383,10065,228,0,67391,1106,98,10027,3566,13593,416,8,746,9191
6/23/2020,801867,10484,190,0,68684,1293,129,10468,3600,14068,331,4,647,9838
6/24/2020,812510,10643,211,0,70004,1320,100,10604,3395,13999,343,13,655,10493
6/25/2020,822067,9557,206,0,71206,1202,109,9520,3126,12646,334,9,539,11032
6/26/2020,832277,10210,200,0,72458,1252,106,10207,3027,13234,329,8,759,11791
6/27/2020,838323,6046,134,0,72701,243,19,6027,1809,7836,191,4,665,12456
6/28/2020,842963,4640,70,0,72922,221,19,4646,1602,6248,120,4,573,13029
6/29/2020,855132,12169,201,0,74052,1130,100,12159,3958,16117,314,11,915,13944
6/30/2020,867515,12383,220,0,75279,1227,111,12330,3795,16125,345,9,1062,15006
7/1/2020,878481,10966,218,0,76378,1099,103,10953,3661,14614,318,12,1021,16027
7/2/2020,888789,10308,223,0,77494,1116,120,10301,3650,13951,343,15,1005,17032
7/3/2020,894822,6033,98,0,77922,428,61,6027,2318,8345,163,11,1142,18174
7/4/2020,897787,2965,61,0,78039,117,9,2957,1320,4277,107,14,521,18695
7/5/2020,902591,4804,100,0,78160,121,23,4786,1860,6646,135,20,667,19362
7/6/2020,915129,12538,239,0,79083,923,94,12504,4477,16981,349,20,1098,20460
7/7/2020,930029,14900,241,0,80156,1073,117,14863,4855,19718,325,21,1120,21580
7/8/2020,944381,14352,215,0,81099,943,89,14330,5183,19513,301,20,1274,22854
7/9/2020,957217,12836,253,0,82068,969,116,12790,4950,17740,353,19,1199,24053
7/10/2020,970427,13210,230,0,83219,1151,143,13195,5067,18262,328,9,1263,25316
7/11/2020,977971,7544,116,0,83507,288,34,7532,2685,10217,151,20,1158,26474
7/12/2020,983134,5163,89,0,83691,184,32,5150,1891,7041,108,36,944,27418
7/13/2020,997980,14846,266,0,84747,1056,116,14789,5258,20047,375,4,340,27758
7/14/2020,1013122,15142,233,0,85732,985,92,15120,5787,20907,314,25,1296,29054
7/15/2020,1028426,15304,300,0,86666,934,104,15277,5698,20975,381,5,358,29412
7/16/2020,1041480,13054,245,0,87598,932,108,12989,5088,18077,318,33,1351,30763
7/17/2020,1054650,13170,224,0,88576,978,142,13125,5159,18284,298,4,315,31078
7/18/2020,1062822,8172,129,0,88861,285,62,8151,2846,10997,169,25,1038,32116
7/19/2020,1068495,5673,72,0,88980,119,24,5669,2033,7702,108,18,825,32941
7/20/2020,1081845,13350,284,0,89898,918,76,13292,4737,18029,360,34,1261,34202
7/21/2020,1096442,14597,261,0,90931,1033,113,14571,5272,19843,338,36,1343,35545
7/22/2020,1109977,13535,259,0,91909,978,119,13495,5110,18605,328,51,1556,37101
7/23/2020,1124235,14258,259,0,92803,894,149,14213,6284,20497,347,28,1506,38607
7/24/2020,1137315,13080,259,0,93588,785,109,13045,5005,18050,330,32,1371,39978
7/25/2020,1145668,8353,160,0,93721,133,6,8337,3274,11611,197,49,1242,41220
7/26/2020,1151021,5353,102,0,93815,94,7,5325,2170,7495,126,29,1028,42248
7/27/2020,1167445,16424,362,0,94779,964,147,16318,6096,22414,432,33,1332,43580
7/28/2020,1185788,18343,320,0,95659,880,118,18254,7954,26208,397,41,1367,44947
7/29/2020,1201995,16207,318,0,96539,880,126,16119,6776,22895,385,22,1542,46489
7/30/2020,1218143,16148,447,0,97361,822,100,15966,7060,23026,530,41,1444,47933
7/31/2020,1233463,15320,342,0,98073,712,112,15254,6557,21811,451,6,349,48282
8/1/2020,1241571,8108,148,0,98262,189,35,8083,3056,11139,187,9,279,48561
8/2/2020,1247423,5852,113,0,98406,144,43,5832,2384,8216,136,27,1246,49807
8/3/2020,1266832,19409,363,0,99118,712,99,19323,7970,27293,425,19,1634,51441
8/4/2020,1283701,16869,307,0,99993,875,123,16800,7970,24770,389,20,1513,52954
8/5/2020,1301726,18025,335,0,100669,676,88,17951,7883,25834,408,36,1712,54666
8/6/2020,1318292,16566,355,0,101352,683,82,16486,7268,23754,438,27,1638,56304
8/7/2020,1334736,16444,298,0,102001,649,94,16363,6614,22977,355,19,1675,57979
8/8/2020,1344251,9515,164,0,102111,110,8,9484,3553,13037,212,23,1390,59369
8/9/2020,1350397,6146,75,0,102176,65,5,6131,2668,8799,92,13,1151,60520
8/10/2020,1368059,17662,289,0,102825,649,86,17585,7898,25483,358,31,1680,62200
8/11/2020,1379037,10978,121,0,103373,548,47,10940,6061,17001,161,10,510,62710
8/12/2020,1381159,2122,30,0,103572,199,25,2113,1244,3357,43,6,437,63147
8/13/2020,1381178,19,0,0,103573,1,0,19,17,36,1,0,18,63165
